STUDY_INFO,STUDY_DATE_BEGIN,STUDY_DATE_END,NUM_CASE,SUB_NATIONAL_REGION,AREA_SIZE,YEAR_PUBLICATION,LONGITUDE,LATITUDE,AREA_HOSPITAL,COUNTRY,DIAGNOSTIC_METHOD_SUMMARY,STUDY_TYPE
"Ngogo, F. A., et al. (2020). ""Factors associated with Salmonella infection in patients with gastrointestinal complaints seeking health care at Regional Hospital in Southern Highland of Tanzania."" BMC Infect Dis 20(1): 135.",43070,43132,8.0,"Kibena Regional Hospital, Njombe region, Southern Highland zone of Tanzania.",NA,2020,NA,NA,Hospital,"Tanzania, United Republic of",Stool culture,Cross-sectional study
"Breiman, R. F., L. Cosmas, et al. (2012). ""Population-based incidence of typhoid fever in an urban informal settlement and a rural area in Kenya: implications for typhoid vaccine use in Africa."" PLoS One 7(1): e29119..",2007,2009,135.0,Kibera,5 km by 5 km,2012,36.784644,-1.313305,Area,Kenya,Blood culture,Prospective study
"Abade, A., et al., Use of TaqMan Array Cards to Screen Outbreak Specimens for Causes of Febrile Illness in Tanzania. Am J Trop Med Hyg, 2018. 98(6): p. 1640-1642.",2015,2015,60.0,Kigoma,10 km by 11km,2018,29.650316,-4.886057,Area,"Tanzania, United Republic of",Blood culture,Outbreak
"Dreyfus, A., et al., Leptospira Seroprevalence and Risk Factors in Health Centre Patients in Hoima District, Western Uganda. PLoS Negl Trop Dis, 2016. 10(8): p. e0004858.",2014,2014,NA,"Kigorobya Health Center IV’s, Hoima district",NA,2016,31.3031224670186,1.61821394450245,Hospital,Uganda,Unclear,Prospective study
"Dreyfus, A., et al., Leptospira Seroprevalence and Risk Factors in Health Centre Patients in Hoima District, Western Uganda. PLoS Negl Trop Dis, 2016. 10(8): p. e0004858.",2014,2014,20.0,"Kikuube Health Center IV’s, Hoima district",NA,2016,31.2225465961318,1.34035450622599,Hospital,Uganda,Unclear,Prospective study
"Muthumbi, E., S. C. Morpeth, et al. (2015). ""Invasive Salmonellosis in Kilifi, Kenya."" Clin Infect Dis 61 Suppl 4: S290-301.",1998,2014,26.0,"Kilifi County Hospital, Kilifi County",NA,2015,39.8565458968936,-3.6314712077615,Hospital,Kenya,CSF culture,Prospective study
"Biggs, H. M., R. Lester, et al. (2014). ""Invasive Salmonella infections in areas of high and low malaria transmission intensity in Tanzania."" Clin Infect Dis 58(5): 638-647.",2007,2008,6.0,"Kilimanjaro Christian Medical Centre, Moshi",NA,2014,37.327142,-3.320072,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Crump, J. A., H. O. Ramadhani, et al. (2011). ""Invasive bacterial and fungal infections among hospitalized HIV-infected and HIV-uninfected adults and adolescents in northern Tanzania."" Clin Infect Dis 52(3): 341-348.",2007,2008,26.0,"Kilimanjaro Christian Medical Centre, Moshi",NA,2011,37.327142,-3.320072,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Crump, J. A., H. O. Ramadhani, et al. (2011). ""Invasive bacterial and fungal infections among hospitalized HIV-infected and HIV-uninfected children and infants in northern Tanzania."" Trop Med Int Health 16(7): 830-837.",2007,2008,6.0,"Kilimanjaro Christian Medical Centre, Moshi",NA,2011,37.327142,-3.320072,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Keddy, K. H., A. Sooka, et al. (2011). ""Sensitivity and specificity of typhoid fever rapid antibody tests for laboratory diagnosis at two sub-Saharan African sites."" Bull World Health Organ 89(9): 640-647.",2007,2008,19.0,"Kilimanjaro Christian Medical Centre, Moshi",NA,2011,37.327142,-3.320072,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Chipwaza, B., G. G. Mhamphi, et al. (2015). ""Prevalence of bacterial febrile illnesses in children in Kilosa district, Tanzania."" PLoS Negl Trop Dis 9(5): e0003750.",2013,2013,38.0,"Kilosa district hospital, Morogoro, Tanzania",NA,2015,NA,NA,Hospital,"Tanzania, United Republic of",Widal test,Cross-sectional study
"Ashok, R., et al., Antimicrobial susceptibility patterns of salmonella typhi from Kigali, Rwanda. Shiraz E Medical Journal, 2010. 11(3): p. 117-121.",2007,2008,69.0,"King Faisal hospital, Kigali",NA,2010,-1.94343246214561,30.095170645007,Hospital,Rwanda,Blood culture,Retrospective study
"Damien, P., C. Nabare, et al. (2011). ""How are surgical theatres in rural Africa utilized? A review of five years of services at a district hospital in Ghana."" Trop Doct 41(2): 91-95.",2005,2009,NA,"Kintampo Hospital, Kintampo",5 km by 5 km,2011,-1.73131184444159,8.05148928408176,Hospital,Ghana,Clinical symptoms,Retrospective study
"Moirongo, R. M., et al. (2020). ""Regional Variation of Extended-Spectrum Beta-Lactamase (ESBL)-Producing Enterobacterales, Fluoroquinolone-Resistant Salmonella enterica and Methicillin-Resistant Staphylococcus aureus Among Febrile Patients in Sub-Saharan Africa."" Front Microbiol 11: 567235.",2013,2017,10.0,"Kiwanja Mpaka clinic, Mbeya",NA,2020,33.434826944507,-8.89267722363844,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Ohene-Yeboah, M. (2005). ""Causes of acute peritonitis in 1188 consecutive adult patients in Ghana."" Trop Doct 35(2): 84-85.",1998,2002,417.0,"Komfo Anokye Teaching Hospital, Kumasi",NA,2005,-1.61,6.66,Hospital,Ghana,Clinical symptoms,Prospective study
"Ohene-Yeboah, M. (2006). ""Acute surgical admissions for abdominal pain in adults in Kumasi, Ghana."" ANZ J Surg 76(10): 898-903.",1998,2004,506.0,"Komfo Anokye Teaching Hospital, Kumasi",NA,2006,-1.61,6.66,Hospital,Ghana,Clinical symptoms,Prospective study
"Oheneh-Yeboah, M. (2007). ""Postoperative complications after surgery for typhoid ileal perforation in adults in Kumasi."" West African Journal of Medicine 26(1): 32-36.",2002,2005,248.0,"Komfo Anokye Teaching Hospital, Kumasi",NA,2007,-1.61,6.66,Hospital,Ghana,Clinical symptoms,Retrospective study
"Abantanga, F. A., B. Nimako, et al. (2009). ""The range of abdominal surgical emergencies in children older than 1 year at the Komfo Anokye Teaching Hospital, Kumasi, Ghana."" Ann Afr Med 8(4): 236-242.",2001,2005,650.0,"Komfo Anokye Teaching Hospital, Kumasi, Ashanti",NA,2009,-1.62906515710688,6.69756631763177,Hospital,Ghana,Clinical symptoms,Prospective study
"Mills-Robertson, F., M. E. Addy, et al. (2002). ""Molecular characterization of antibiotic resistance in clinical Salmonella typhi isolated in Ghana."" FEMS Microbiol Lett 215(2): 249-253.",NA,NA,54.0,"Korle-Bu Teaching Hospital and the Noguchi Memorial Institute for Medical Research, Accra",NA,2002,-0.200241041404962,5.58268226879004,Hospital,Ghana,CSF culture,Retrospective study
"Mills-Robertson, F., S. S. Crupper, et al. (2003). ""Antibiotic resistance and genotyping of clinical group B Salmonella isolated in Accra, Ghana."" J Appl Microbiol 94(2): 289-294.",NA,NA,31.0,"Korle-Bu Teaching Hospital and the Noguchi Memorial Institute for Medical Research, Accra",NA,2003,-0.200241041404962,5.58268226879004,Hospital,Ghana,CSF culture,Retrospective study
"Ohene, S. A., Y. Tettey, et al. (2011). ""Cause of death among Ghanaian adolescents in Accra using autopsy data."" BMC Res Notes 4: 353.",2001,2003,74.0,"Korle-Bu Teaching Hospital, Accra",NA,2011,-0.218664,5.533545,Hospital,Ghana,Autopsy,Prospective study
"Nilsson, E., et al. (2019). ""Surgical intervention for intestinal typhoid perforation."" G Chir 40(2): 105-111.",2009,2012,133.0,"Korle-Bu Teaching Hospital, Accra",NA,2019,-0.218664,5.533545,Hospital,Ghana,Clinical symptoms,Retrospective study
"Labi, A. K., N. Obeng-Nkrumah, et al. (2014). ""Salmonella blood stream infections in a tertiary care setting in Ghana."" BMC Infect Dis 14: 3857.",2010,2013,NA,"Korle-Bu Teaching Hospital, Korle Lagoon",NA,2014,-0.218664,5.533545,Hospital,Ghana,Blood culture,Prospective study
"Frimpong, E. H., P. Feglo, et al. (2000). ""Determination of diagnostic Widal titres in Kumasi, Ghana."" West Afr J Med 19(1): 34-38.",2000,2000,34.0,Kumasi,24 km by 22 km,2000,-1.61,6.66,Area,Ghana,Blood culture,Cross-sectional study
"Acheampong, G., et al. (2019). ""Chromosomal and plasmid-mediated fluoroquinolone resistance in human Salmonella enterica infection in Ghana."" BMC Infect Dis 19(1): 898.",2016,2018,68.0,"Kumasi Centre for Collaborative Research in Tropical Medicine, Kumasi",20 km by 20 km,2019,-1.57666446450749,6.66993385095541,Hospital,Ghana,Culture,Retrospective study
"Saana, S.B.B.M., et al., Antibiotic susceptibility patterns of Salmonella typhi among patients in three hospitals in kumasi, ghana. International Journal of Pharmaceutical Sciences and Research, 2014. 5(3): p. 855-860.",2009,2010,128.0,"Kumasi South Hospital, Ashanti region",NA,2014,-1.58656038081695,6.65124763769389,Hospital,Ghana,Culture,Retrospective study
"Nkemngu, N. J., E. D. Asonganyi, et al. (2005). ""Treatment failure in a typhoid patient infected with nalidixic acid resistant S. enterica serovar Typhi with reduced susceptibility to ciprofloxacin: a case report from Cameroon."" BMC Infect Dis 5: 49.",2004,NA,1.0,"Kumba city, Meme department, Southwest Region",7 km by 8 km,2005,9.44890672125914,4.63000113262947,Area,Cameroon,Blood culture,Case report
"Centers for Disease Control and Prevention (2012). ""Notes from the field: Salmonella Typhi infections associated with contaminated water--Zimbabwe, October 2011-May 2012."" MMWR. Morbidity and mortality weekly report 61(23): 435.",2011,2012,NA,"Kuwadzana, Harare",5 km by 5 km,2012,30.9210786482624,-17.8297825653185,Area,Zimbabwe,Blood culture,Case report
"Saidi, S. M., et al. (2011). ""Cholera-like diarrhoea due to Salmonella infection."" Journal of Infection in Developing Countries 5(1): 68-70.",2009,NA,1.0,"Kwale District Hospital, Kwale",NA,2011,39.4552255815514,-4.17483839036095,Hospital,Kenya,Stool culture,Case report
"Feglo, P. K., E. H. Frimpong, et al. (2004). ""Salmonellae carrier status of food vendors in Kumasi, Ghana."" East Afr Med J 81(7): 358-361.",1995,1995,6.0,"Kwame Nkrumah University of Science and Technology, Kumasi",NA,2004,-1.61,6.66,Hospital,Ghana,Stool culture,Cross-sectional study
"Siourime, S.N., et al., SEROTYPING AND ANTIMICROBIAL DRUG RESISTANCE OF SALMONELLA ISOLATED FROM LETTUCE AND HUMAN DIARRHEA SAMPLES IN BURKINA FASO. Afr J Infect Dis, 2017. 11(2): p. 24-30.",2009,2015,6.0,Laboratoire National de Santé Publique,NA,2017,-1.51042510411389,12.3784103535481,Hospital,Burkina Faso,Stool culture,Prospective study
"Akinwusi, P. O., A. O. Komolafe, et al. (2013). ""Communicable disease-related sudden death in the 21st century in Nigeria."" Infect Drug Resist 6: 125-132.",2003,2011,8.0,"Ladoke Akintola University of Technology Teaching Hospital, Osogbo, Osun State",NA,2013,4.551959,7.77789299999999,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Akinyemi, K. O., A. O. Coker, et al. (2000). ""Prevalence of multi-drug resistant Salmonella typhi among clinically diagnosed typhoid fever patients in Lagos, Nigeria."" Z Naturforsch C 55(5-6): 489-493.",1997,1998,635.0,Lagos,44 km by 24 km,2000,3.29768331590591,6.53166344088679,Area,Nigeria,Clinical symptoms,Prospective study
"Akinyemi, K. O., B. A. Iwalokun, et al. (2015). ""bla CTX-M-I group extended spectrum beta lactamase-producing Salmonella typhi from hospitalized patients in Lagos, Nigeria."" Infect Drug Resist 8: 99-106.",2010,2011,25.0,Lagos,45 km by 24 km,2015,3.29768331590591,6.53166344088679,Area,Nigeria,Blood culture,Prospective study
"Akinyemi, K. O., B. S. Bamiro, et al. (2007). ""Salmonellosis in Lagos, Nigeria: incidence of Plasmodium falciparum-associated co-infection, patterns of antimicrobial resistance, and emergence of reduced susceptibility to fluoroquinolones."" J Health Popul Nutr 25(3): 351-358.",2000,2005,19.0,Lagos,46 km by 24 km,2007,3.29768331590591,6.53166344088679,Area,Nigeria,Blood culture,Prospective study
"Akinyemi, K. O., S. I. Smith, et al. (2005). ""Multidrug resistance in Salmonella enterica serovar typhi isolated from patients with typhoid fever complications in Lagos, Nigeria."" Public Health 119(4): 321-327.",2000,2001,41.0,Lagos,47 km by 24 km,2005,3.29768331590591,6.53166344088679,Area,Nigeria,Widal test,Prospective study
"Akinyemi, K. O., Y. O. Oshundare, et al. (2012). ""A retrospective study of community-acquired Salmonella infections in patients attending public hospitals in Lagos, Nigeria."" J Infect Dev Ctries 6(5): 387-395.",1999,2008,30120.0,Lagos,48 km by 24 km,2012,3.29768331590591,6.53166344088679,Area,Nigeria,Bone marrow culture,Retrospective study
"Akinyemi, K.O., et al., Occurrence of extended-spectrum and AmpC beta-lactamases in multiple drug resistant Salmonella isolates from clinical samples in Lagos, Nigeria. Infect Drug Resist, 2017. 10: p. 19-25.",2014,2015,13.0,Lagos,49 km by 24 km,2017,3.29768331590591,6.53166344088679,Area,Nigeria,Blood culture,Prospective study
"Smith, S.I., et al., Antimicrobial susceptibilities of Salmonellae isolated from food handlers and cattle in Lagos, Nigeria. International Journal of Health Research, 2009. 2(2): p. 189-193.",2006,2007,17.0979999999999,Lagos,50 km by 24 km,2009,3.29768331590591,6.53166344088679,Area,Nigeria,Stool culture,Prospective study
"Anjorin, A. A. and J. E. Nwammadu (2020). ""Seroepidemiology of seasonal influenza virus among unvaccinated pregnant women in Lagos, Nigeria."" Infezioni in Medicina 28(3): 407-415.",2016,2018,52.015,Lagos,51 km by 24 km,2020,3.29768331590591,6.53166344088679,Area,Nigeria,Blood culture,Cross-sectional study
"Ashindoitiang, J. A., et al. (2008). ""The value of plain abdominal radiographs in management of abdominal emergencies in Luth."" Nigerian quarterly journal of hospital medicine 18(3): 170-174.",2002,2003,20.0,Lagos University Teaching Hospital,NA,2008,3.36087099999999,6.52108199999999,Hospital,Nigeria,Clinical symptoms,Prospective study
"Ndako, J. A., et al. (2020). ""Changes in some haematological parameters in typhoid fever patients attending Landmark University Medical Center, Omuaran-Nigeria."" Heliyon 6(5): e04002.",NA,NA,200.0,"Landmark University Medical Center, Omuaran",NA,2020,5.0961158368856,8.14080986503105,Hospital,Nigeria,Widal test,Prospective study
"Doumbe, P., et al., Typhoparatyphoid fever in children: Clinical, laboratory, and prognostic aspects of 65 cases in Yaounde, Cameroon. Medecine et Maladies Infectieuses, 2003. 33(3): p. 172-176.",1987,1990,50.0,"Le service de pédiatrie de l’hôpital central de Yaoundé (Capital city, Southern part)",NA,2003,11.5105061454821,3.87238911661574,Hospital,Cameroon,Blood culture,Retrospective study
"Agbenu, E., H. d'Almeida, et al. (2010). ""[Evaluation of the Widal-Felix serodiagnostic test in Togo]."" Med Trop (Mars) 70(1): 43-48.",2005,2006,3.0,Lome,27 km by 14 km,2010,1.21956539494875,6.19016755772329,Area,Togo,Widal test,Prospective study
"Dagnra, A.Y., et al., [Emergence of multidrug resistant Salmonella strains in Lome (Togo)]. Med Mal Infect, 2007. 37(5): p. 266-9.",1998,2004,147.0,Lome,27 km by 14 km,2007,1.21956539494875,6.19016755772329,Area,Togo,Culture,Prospective study
"Kwambana-Adams, B., et al., Salmonella Infections in The Gambia, 2005-2015. Clin Infect Dis, 2015. 61 Suppl 4: p. S354-62.",2005,2015,NA,Lower River region,100 km by 20 km,2015,-15.5928296862797,13.4104708454541,Area,Gambia,CSF culture,Retrospective study
"Kwambana-Adams, B., et al., Salmonella Infections in The Gambia, 2005-2015. Clin Infect Dis, 2015. 61 Suppl 4: p. S354-62.",2005,2015,21.0,Lower River region,NA,2015,-15.6574729999495,13.4082722677882,Area,Gambia,CSF culture,Retrospective study
"Breiman, R. F., L. Cosmas, et al. (2012). ""Population-based incidence of typhoid fever in an urban informal settlement and a rural area in Kenya: implications for typhoid vaccine use in Africa."" PLoS One 7(1): e29119..",2006,2009,22.0,Lwak,5 km by 5 km,2012,34.356017,-0.140813,Area,Kenya,Blood culture,Prospective study
"Tabu, C., R. F. Breiman, et al. (2012). ""Differing burden and epidemiology of non-Typhi Salmonella bacteremia in rural and urban Kenya, 2006-2009."" PLoS One 7(2): e31237.",2006,2009,13.0,"Lwak Hospital, Asembo",NA,2012,34.3572413680513,-0.140421571093403,Hospital,Kenya,Blood culture,Prospective study
"Msemo, O. A., et al. (2019). ""Epidemiology and Antimicrobial Susceptibility of Salmonella enterica Bloodstream Isolates Among Febrile Children in a Rural District in Northeastern Tanzania: A Cross-sectional Study."" Clin Infect Dis 68(Suppl 2): S177-s182.",2008,2016,129.0,Magunga Korogwe District Hospital,NA,2019,38.4544240249818,-5.13507183811919,Hospital,"Tanzania, United Republic of",Blood culture,Cross-sectional study
"Nyamusore, J., et al. (2018). ""Risk factors for transmission of Salmonella Typhi in Mahama refugee camp, Rwanda: a matched case-control study."" Pan Afr Med J 29: 148.",2015,2015,260.0,Mahama Refugee Camp,NA,2018,30.84256355398,-2.28775955275185,Area,Burundi,Clinical symptoms,Case-control study
"Mandomando, I., B. Sigauque, et al. (2010). ""Antimicrobial drug resistance trends of bacteremia isolates in a rural hospital in southern Mozambique."" Am J Trop Med Hyg 83(1): 152-157.",2001,2006,3.0,"Manhiça District Hospital,  Manhiça District",NA,2010,32.8067469614044,-25.4076846457856,Hospital,Mozambique,Culture,Prospective study
"Lovane, L., et al., Carriage prevalence of Salmonella enterica serotype Typhi in gallbladders of adult autopsy cases from Mozambique. J Infect Dev Ctries, 2016. 10(4): p. 410-2.",2013,2014,10.0,"Maputo Central Hospital, Maputo",10 km by 20 km,2016,32.5990080944121,-25.8962417749619,Hospital,Mozambique,Blood culture,Prospective study
"Centers for Disease Control and Prevention (2012). ""Notes from the field: Salmonella Typhi infections associated with contaminated water--Zimbabwe, October 2011-May 2012."" MMWR. Morbidity and mortality weekly report 61(23): 435.",2011,2012,NA,"Marlborough, Harare",5 km by 5 km,2012,31.0080903718534,-17.7454668877607,Area,Zimbabwe,Blood culture,Case report
"Kenji, O.M., et al., Infectious etiologies of febrile illnesses in cameroon. American Journal of Tropical Medicine and Hygiene, 2016. 95(5): p. 144-145.",2014,2015,36.0,Maroua,17 km by 8 km,2016,14.3254393411807,10.6018845155771,Area,Cameroon,Stool culture,Literature review
"Moirongo, R. M., et al. (2020). ""Regional Variation of Extended-Spectrum Beta-Lactamase (ESBL)-Producing Enterobacterales, Fluoroquinolone-Resistant Salmonella enterica and Methicillin-Resistant Staphylococcus aureus Among Febrile Patients in Sub-Saharan Africa."" Front Microbiol 11: 567235.",2013,2017,10.0,"Matema Lutheran Hospital, Kyela district, Mbeya",NA,2020,33.8632962778218,-9.5869540646263,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Wasihun, A.G., et al., Bacteriological profile and antimicrobial susceptibility patterns of blood culture isolates among febrile patients in Mekelle Hospital, Northern Ethiopia. Springerplus, 2015. 4: p. 314.",2014,2014,8.0,"Mekelle Hospital, Mekelle, Tigray region",NA,2015,39.4840749999999,13.49984,Hospital,Ethiopia,Blood culture,Cross-sectional study
"Thriemer, K., B. Ley, et al. (2012). ""The burden of invasive bacterial infections in Pemba, Zanzibar."" PLoS One 7(2): e30350.",2009,2010,21.0,"Mkoani, Pemba, Zanzibar",4 km by 2 km,2012,39.651781,-5.360443,Area,"Tanzania, United Republic of",Blood culture,Prospective study
"Riewpaiboon, A., M. Piatti, et al. (2014). ""Cost of illness due to typhoid Fever in pemba, zanzibar, East Africa."" J Health Popul Nutr 32(3): 377-385.",2010,2010,5.0,"Mkoani, Pemba, Zanzibar",4 km by 2 km,2014,39.6498391198731,-5.35679947510577,Area,"Tanzania, United Republic of",Blood culture,Prospective study
"Onken, A., A. K. Said, et al. (2015). ""Prevalence and Antimicrobial Resistance of Microbes Causing Bloodstream Infections in Unguja, Zanzibar."" PLoS One 10(12): e0145632.",2012,2013,7.0,"Mnazi Mmoja hospital, Zanzibar",NA,2015,39.18997,-6.16814199999999,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"McLean, K.E., et al., Community-based reports of morbidity, mortality, and health-seeking behaviours in four Monrovia communities during the West African Ebola epidemic. Glob Public Health, 2018. 13(5): p. 528-544.",2014,2014,17.0,Monrovia,2 km by 12 km,2018,-10.76338534314,6.29010955226808,Area,Liberia,Unclear,Prospective study
"Marks, F., et al., Incidence of invasive salmonella disease in sub-Saharan Africa: a multicentre population-based surveillance study. Lancet Glob Health, 2017. 5(3): p. e310-e323.",2011,2013,3.0,"Moshi Rural, Northeastern Tanzania",55 km by 40 km,2017,37.4654986249227,-3.37255459751462,Area,"Tanzania, United Republic of",Blood culture,Prospective study
"Marks, F., et al., Incidence of invasive salmonella disease in sub-Saharan Africa: a multicentre population-based surveillance study. Lancet Glob Health, 2017. 5(3): p. e310-e323.",2011,2013,6.0,"Moshi Urban, Northeastern Tanzania",13 km by 9 km,2017,37.3408511477033,-3.35536776178033,Area,"Tanzania, United Republic of",Blood culture,Prospective study
"Mtove, G., I. C. Hendriksen, et al. (2011). ""Treatment guided by rapid diagnostic tests for malaria in Tanzanian children: safety and alternative bacterial diagnoses."" Malar J 10: 290.",2009,2009,3.0,"Mother and Child Health clinic, Teule hospital, Muheza",NA,2011,38.791777,-5.17593899999999,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Galgallo, D.A., et al., Investigation of a typhoid fever epidemic in Moyale Sub-County, Kenya, 2014-2015. J Health Popul Nutr, 2018. 37(1): p. 14.",2014,2015,71.0,Moyale Sub-County,4 km by 4 km,2018,39.059787,3.522202,Area,Kenya,Stool culture,Retrospective study
"Makani, J., J. Mgaya, et al. (2015). ""Bacteraemia in sickle cell anaemia is associated with low haemoglobin: a report of 890 admissions to a tertiary hospital in Tanzania."" Br J Haematol.",2006,2008,2.0,Muhimbili National Hospital,NA,2015,39.272385,-6.803135,Hospital,"Tanzania, United Republic of",Blood culture,Retrospective study
"Kariuki, S., et al. (2019). ""Multidrug-resistant Nontyphoidal Salmonella Hotspots as Targets for Vaccine Use in Management of Infections in Endemic Settings."" Clin Infect Dis 68(Suppl 1): S10-s15.",2013,2017,48.0,Mukuru informal settlement,NA,2019,36.8812759810374,-1.31993309145886,Area,Kenya,Blood culture,Prospective study
"Muzira, A., et al., The socioeconomic impact of a pediatric ostomy in Uganda: a pilot study. Pediatr Surg Int, 2018. 34(4): p. 457-466.",2012,2014,50.0,"Mulago Hospital, Kampala City",NA,2018,32.5211620295388,0.316370309992116,Hospital,Uganda,Clinical symptoms,Retrospective study
"Kakembo, N., et al. (2020). ""Burden of Surgical Infections in a Tertiary-Care Pediatric Surgery Service in Uganda."" Surg Infect (Larchmt) 21(2): 130-135.",2012,2016,85.0,"Mulago Hospital, Kampala City",NA,2020,32.5211620295388,0.316370309992116,Hospital,Uganda,Clinical symptoms,Prospective study
"Bello, N., et al., Characterization and Antimicrobial Susceptibility Profile of Bacteraemia Causing Pathogens Isolated from Febrile Children with and without Sickle Cell Disease in Kano, Nigeria. Mediterr J Hematol Infect Dis, 2018. 10(1): p. e2018016.",NA,NA,NA,"Murtala Muhammad Specialist Hospital , Kano",NA,2018,8.52028169994133,11.9970984834957,Hospital,Nigeria,Blood culture,Prospective study
"Ibrahim, M., et al. (2013). ""Single-layer closure of typhoid enteric perforation: Our experience."" African Journal of Paediatric Surgery 10(2): 167-171.",2007,2012,902.0,"Murtala Muhammad Specialist Hospital, Kano",NA,2013,11.9972978703844,8.52027096737833,Hospital,Nigeria,Clinical symptoms,Prospective study
"Wong, V. K., et al. (2016). ""Molecular Surveillance Identifies Multiple Transmissions of Typhoid in West Africa."" PLoS Negl Trop Dis 10(9): e0004781.",2014,2015,NA,"Murtala Muhammad Specialist Hospital, Kano",NA,2016,11.9971089779936,8.52026024226979,Hospital,Nigeria,Blood culture,Prospective study
"Mashe, T., et al. (2019). ""Laboratory characterisation of Salmonella enterica serotype Typhi isolates from Zimbabwe, 2009-2017."" BMC Infect Dis 19(1): 487.",2009,2017,550.0,"Mutare, Manicaland Province",10 km by 8 km,2019,32.6530648697799,-18.9772822071429,Area,Zimbabwe,Blood culture,Outbreak
"Mashe, T., et al. (2019). ""Laboratory characterisation of Salmonella enterica serotype Typhi isolates from Zimbabwe, 2009-2017."" BMC Infect Dis 19(1): 487.",2009,2017,550.0,Mutawatawa,2 km by 3 km,2019,31.9811138927081,-17.1213224711939,Area,Zimbabwe,Blood culture,Outbreak
"Seyi-Olajide, J. O., et al. (2020). ""Catastrophic Healthcare Expenditure from Typhoid Perforation in Children in Nigeria."" Surg Infect (Larchmt) 21(7): 586-591.",2014,2017,32.0,NA,NA,2020,NA,NA,NA,Nigeria,Clinical symptoms,Retrospective study
"Feasey, N. A., B. N. Archer, et al. (2010). ""Typhoid fever and invasive nontyphoid salmonellosis, Malawi and South Africa."" Emerg Infect Dis 16(9): 1448-1451.",1998,2004,105.0,NA,NA,2010,35.021395,-15.802929,Hospital,Malawi,Blood culture,Retrospective study
"Kariuki, S., G. Revathi, et al. (2004). ""Characterization of multidrug-resistant typhoid outbreaks in Kenya."" J Clin Microbiol 42(4): 1477-1482.",2001,2002,85.0,Nairobi,40 km by 30 km,2004,36.8309044730799,-1.2853568089221,Area,Kenya,Blood culture,Outbreak
"Mutai, W. C., et al. (2019). ""Plasmid profiling and incompatibility grouping of multidrug resistant Salmonella enterica serovar Typhi isolates in Nairobi, Kenya."" BMC Res Notes 12(1): 422.",NA,NA,98.0,Nairobi,40 km by 30 km,2019,36.8309044730799,-1.2853568089221,Area,Kenya,Culture,Cross-sectional study
"Guiraud, I., et al., Population-based incidence, seasonality and serotype distribution of invasive salmonellosis among children in Nanoro, rural Burkina Faso. PLoS One, 2017. 12(7): p. e0178577.",2013,2014,16.0,"Nanoro Department (or commune), Boulkiemde Province",3 km by 3 km,2017,-2.19426385414895,12.6887910312618,Area,Burkina Faso,Blood culture,Prospective study
"D, I., et al. (2011). ""Salmonella typhi infection in a tertiary institution in Nasarawa State, Nigeria."" Asian Pacific Journal of Tropical Medicine 4(2): 137-139.",2005,2007,579.0,Nasarawa State,290 km by 180 km,2011,NA,NA,Area,Nigeria,Widal test,Retrospective study
"Magagi, I.A., et al., [Digestive surgical emergencies in Sub-Saharan Africa: a prospective study of a series of 622 patients at the National Hospital of Zinder, Niger]. Bull Soc Pathol Exot, 2017. 110(3): p. 191-197.",2013,2014,175.0,"National Hospital of Zinder, Zinder",6 km by 6 km,2017,8.99129684351562,13.8085621532901,Hospital,Niger,Clinical symptoms,Prospective study
"Kariuki, S., G. Revathi, et al. (2010). ""Typhoid in Kenya is associated with a dominant multidrug-resistant Salmonella enterica serovar Typhi haplotype that is also widespread in Southeast Asia."" J Clin Microbiol 48(6): 2171-2176.",1988,1993,45.0,"National Referral Hospital and two other private hospitals, Nairobi",NA,2010,36.8309044730799,-1.2853568089221,Hospital,Kenya,Blood culture,Prospective study
"Kariuki, S., G. Revathi, et al. (2010). ""Typhoid in Kenya is associated with a dominant multidrug-resistant Salmonella enterica serovar Typhi haplotype that is also widespread in Southeast Asia."" J Clin Microbiol 48(6): 2171-2176.",1994,2000,142.0,"National Referral Hospital and two other private hospitals, Nairobi",NA,2010,36.8309044730799,-1.2853568089221,Hospital,Kenya,Blood culture,Prospective study
"Kariuki, S., G. Revathi, et al. (2010). ""Typhoid in Kenya is associated with a dominant multidrug-resistant Salmonella enterica serovar Typhi haplotype that is also widespread in Southeast Asia."" J Clin Microbiol 48(6): 2171-2176.",2001,2008,136.0,"National Referral Hospital and two other private hospitals, Nairobi",NA,2010,36.8309044730799,-1.2853568089221,Hospital,Kenya,Blood culture,Prospective study
"Kagira, J. M., N. Maina, et al. (2011). ""Prevalence and types of coinfections in sleeping sickness patients in kenya (2000/2009)."" J Trop Med 2011: 248914.",2000,2009,7.0,National Sleeping Sickness Referral Hospital (NSSRH) in Alupe,NA,2011,34.126418,0.49619,Hospital,Kenya,Widal test,Retrospective study
